,player-1,player-2,player-3,avg
431,NJ O'Brien,SW Poynter,WB Rankin,19.0
432,PKD Chase,SW Poynter,WB Rankin,0.0
433,MR Adair,SW Poynter,WB Rankin,0.0
434,C Campher,SW Poynter,WB Rankin,0.0
435,SW Poynter,SR Thompson,WB Rankin,0.0
436,SW Poynter,AR Cusack,WB Rankin,0.0
437,J Cameron-Dow,SW Poynter,WTS Porterfield,18.666666666666668
438,J Cameron-Dow,SW Poynter,NJ O'Brien,0.0
439,J Cameron-Dow,SW Poynter,PKD Chase,0.0
440,J Cameron-Dow,MR Adair,SW Poynter,0.0
441,J Cameron-Dow,SW Poynter,C Campher,0.0
442,J Cameron-Dow,SW Poynter,SR Thompson,0.0
443,J Cameron-Dow,SW Poynter,AR Cusack,0.0
444,SW Poynter,WTS Porterfield,NJ O'Brien,51.333333333333336
445,PKD Chase,SW Poynter,WTS Porterfield,27.0
446,MR Adair,SW Poynter,WTS Porterfield,0.0
447,C Campher,SW Poynter,WTS Porterfield,0.0
448,SW Poynter,SR Thompson,WTS Porterfield,0.0
449,SW Poynter,WTS Porterfield,AR Cusack,0.0
450,PKD Chase,SW Poynter,NJ O'Brien,31.0
451,MR Adair,SW Poynter,NJ O'Brien,0.0
452,C Campher,SW Poynter,NJ O'Brien,0.0
453,SW Poynter,SR Thompson,NJ O'Brien,0.0
454,SW Poynter,AR Cusack,NJ O'Brien,0.0
455,PKD Chase,MR Adair,SW Poynter,0.0
456,PKD Chase,SW Poynter,C Campher,0.0
457,PKD Chase,SW Poynter,SR Thompson,0.0
458,PKD Chase,SW Poynter,AR Cusack,0.0
459,C Campher,MR Adair,SW Poynter,0.0
460,MR Adair,SW Poynter,SR Thompson,0.0
461,MR Adair,SW Poynter,AR Cusack,0.0
462,C Campher,SW Poynter,SR Thompson,0.0
463,C Campher,SW Poynter,AR Cusack,0.0
464,SW Poynter,SR Thompson,AR Cusack,0.0
465,EC Joyce,JA McCollum,GC Wilson,0.0
466,EC Joyce,LJ Tucker,GC Wilson,0.0
467,EC Joyce,J Mulder,GC Wilson,43.666666666666664
468,AR McBrine,EC Joyce,GC Wilson,79.94444444444444
469,EC Joyce,GJ Delany,GC Wilson,0.0
470,EC Joyce,SP Terry,GC Wilson,119.0
471,EC Joyce,A Balbirnie,GC Wilson,76.33333333333333
472,EC Joyce,HT Tector,GC Wilson,0.0
473,EC Joyce,GC Wilson,MC Sorensen,41.0
