,player-1,player-2,player-3,avg
443,N Pooran,NO Miller,AS Joseph,0.0
444,N Pooran,NO Miller,JD Campbell,0.0
445,N Pooran,R Rampaul,NO Miller,0.0
446,N Pooran,DM Bravo,NO Miller,0.0
447,N Pooran,NO Miller,KAJ Roach,0.0
448,N Pooran,NO Miller,KA Hope,0.0
449,N Pooran,NO Miller,E Lewis,0.0
450,N Pooran,KOA Powell,KOK Williams,0.0
451,N Pooran,CR Brathwaite,KOK Williams,0.0
452,N Pooran,KOK Williams,CH Gayle,0.0
453,N Pooran,AD Russell,KOK Williams,0.0
454,N Pooran,LMP Simmons,KOK Williams,0.0
455,N Pooran,SO Hetmyer,KOK Williams,0.0
456,N Pooran,KOK Williams,V Permaul,0.0
457,N Pooran,J Charles,KOK Williams,0.0
458,N Pooran,N Deonarine,KOK Williams,0.0
459,N Pooran,KOK Williams,RA Reifer,0.0
460,N Pooran,JE Taylor,KOK Williams,0.0
461,N Pooran,SS Cottrell,KOK Williams,0.0
462,N Pooran,SW Ambris,KOK Williams,0.0
463,N Pooran,D Ramdin,KOK Williams,0.0
464,N Pooran,KOK Williams,JL Carter,0.0
465,N Pooran,LR Johnson,KOK Williams,0.0
466,N Pooran,ADS Fletcher,KOK Williams,0.0
467,N Pooran,R Shepherd,KOK Williams,0.0
468,N Pooran,KOK Williams,DJG Sammy,0.0
469,N Pooran,KOK Williams,SO Dowrich,0.0
470,N Pooran,KOK Williams,ML Cummins,0.0
471,N Pooran,KOK Williams,R Powell,0.0
472,N Pooran,SD Hope,KOK Williams,0.0
473,N Pooran,J Blackwood,KOK Williams,0.0
474,N Pooran,KMA Paul,KOK Williams,0.0
475,N Pooran,KOK Williams,BA King,0.0
476,N Pooran,KOK Williams,DR Smith,0.0
477,N Pooran,SJ Benn,KOK Williams,0.0
478,N Pooran,KC Brathwaite,KOK Williams,0.0
479,N Pooran,AR Nurse,KOK Williams,0.0
480,N Pooran,OC McCoy,KOK Williams,0.0
481,N Pooran,D Bishoo,KOK Williams,0.0
482,N Pooran,CAK Walton,KOK Williams,0.0
483,N Pooran,K Pierre,KOK Williams,0.0
484,N Pooran,KOK Williams,HR Walsh,0.0
485,N Pooran,KOK Williams,RR Beaton,0.0
486,N Pooran,KOK Williams,FA Allen,0.0
487,N Pooran,ST Gabriel,KOK Williams,0.0
488,N Pooran,KOK Williams,AS Joseph,0.0
489,N Pooran,KOK Williams,JD Campbell,0.0
490,N Pooran,R Rampaul,KOK Williams,0.0
491,N Pooran,DM Bravo,KOK Williams,0.0
492,N Pooran,KOK Williams,KAJ Roach,0.0
493,N Pooran,KOK Williams,KA Hope,0.0
494,N Pooran,KOK Williams,E Lewis,0.0
495,N Pooran,KOA Powell,CR Brathwaite,0.0
496,N Pooran,KOA Powell,CH Gayle,0.0
497,N Pooran,KOA Powell,AD Russell,0.0
498,N Pooran,KOA Powell,LMP Simmons,0.0
499,N Pooran,KOA Powell,SO Hetmyer,0.0
500,N Pooran,KOA Powell,V Permaul,0.0
501,N Pooran,KOA Powell,J Charles,0.0
502,N Pooran,KOA Powell,N Deonarine,0.0
503,N Pooran,KOA Powell,RA Reifer,0.0
504,N Pooran,KOA Powell,JE Taylor,0.0
505,N Pooran,KOA Powell,SS Cottrell,0.0
506,N Pooran,KOA Powell,SW Ambris,0.0
507,N Pooran,KOA Powell,D Ramdin,0.0
508,N Pooran,KOA Powell,JL Carter,0.0
509,N Pooran,KOA Powell,LR Johnson,0.0
510,N Pooran,KOA Powell,ADS Fletcher,0.0
511,N Pooran,KOA Powell,R Shepherd,0.0
512,N Pooran,KOA Powell,DJG Sammy,0.0
513,N Pooran,KOA Powell,SO Dowrich,0.0
514,N Pooran,KOA Powell,ML Cummins,0.0
515,N Pooran,KOA Powell,R Powell,0.0
516,N Pooran,KOA Powell,SD Hope,0.0
517,N Pooran,KOA Powell,J Blackwood,0.0
518,N Pooran,KOA Powell,KMA Paul,0.0
519,N Pooran,KOA Powell,BA King,0.0
520,N Pooran,KOA Powell,DR Smith,0.0
521,N Pooran,KOA Powell,SJ Benn,0.0
522,N Pooran,KOA Powell,KC Brathwaite,0.0
523,N Pooran,KOA Powell,AR Nurse,0.0
524,N Pooran,KOA Powell,OC McCoy,0.0
525,N Pooran,KOA Powell,D Bishoo,0.0
526,N Pooran,KOA Powell,CAK Walton,0.0
527,N Pooran,KOA Powell,K Pierre,0.0
528,N Pooran,KOA Powell,HR Walsh,0.0
529,N Pooran,KOA Powell,RR Beaton,0.0
530,N Pooran,KOA Powell,FA Allen,0.0
531,N Pooran,KOA Powell,ST Gabriel,0.0
532,N Pooran,KOA Powell,AS Joseph,0.0
533,N Pooran,KOA Powell,JD Campbell,0.0
534,N Pooran,KOA Powell,R Rampaul,0.0
535,N Pooran,KOA Powell,DM Bravo,0.0
536,N Pooran,KOA Powell,KAJ Roach,0.0
537,N Pooran,KOA Powell,KA Hope,0.0
538,N Pooran,KOA Powell,E Lewis,0.0
539,N Pooran,CR Brathwaite,CH Gayle,104.7
